Rooms,Bathroom,Landsize,BuildingArea,YearBuilt,Price
4,2,756,236,2007,665000
3,2,731,149,1935,1555000
2,1,106,70,1910,1060000
3,1,650,117,1965,650000
3,2,526,135,1910,1340000
3,1,872,136,1960,1601000
2,1,144,79,2005,502000
1,1,917,44,1970,371000
2,1,477,143,1960,1065000
3,1,702,96,1970,450000
4,2,716,155,1965,1316000
4,1,528,143,1940,970000
2,1,194,120,1975,650000
3,1,334,110,1920,755000
2,1,0,83,1960,605000
2,1,161,86,2013,585500
3,1,602,162,1970,784000
4,3,670,325,2010,1171000
2,1,302,97,1915,1211000
3,2,390,147,2007,560000
4,3,501,258,2016,1050000
3,1,116,95,1910,1080000
3,1,250,105,1980,835000
1,1,0,50,2005,335000
2,1,0,72,1969,505000
2,1,0,59,1960,370000
3,2,397,80,1940,1575000
1,1,0,44,1960,330000
3,2,198,144,2013,579000
3,2,672,132,1980,772000
3,1,538,140,1975,580000
3,3,114,240,2009,1845000
6,3,713,295,1928,1650000
2,1,367,85,1930,825000
2,1,0,84,2003,530000
3,2,213,143,2003,823000
2,1,317,96,1910,1260000
3,1,1069,120,1960,1000000
3,1,718,138,1955,1586000
3,1,612,101,1960,730000
2,1,0,66,2005,640000
4,1,603,151,1960,1145000
3,1,860,160,1950,1575000
2,1,0,80,1980,505000
2,1,3512,51,2011,419000
4,2,514,258,2000,1750000
3,2,0,204,2009,1235000
3,1,759,151,1930,1355000
3,2,283,28,2010,965000
4,2,613,187,1960,1550000
3,2,215,146,2003,540000
3,1,658,140,1960,1190000
4,2,600,174,2002,580000
2,1,161,91,2012,522000
3,2,900,195,1970,1250000
1,1,8223,45,2012,345000
3,1,528,112,1930,1225000
4,2,587,149,1990,347500
3,1,757,125,1953,1218000
3,2,306,127,1997,755000
4,2,655,142,1975,426000
2,1,301,80,1920,860000
4,3,381,176,2013,900000
3,2,658,125,1984,510000
3,1,340,103,1930,690000
4,3,641,230,2010,1750000
3,2,692,313,1955,1750000
3,1,143,136,1890,917000
3,1,0,96,1960,420000
1,1,0,43,1950,400000
3,2,472,230,2005,535000
4,2,261,160,1910,1520000
2,1,214,122,1915,1582000
3,1,293,151,1890,1725000
2,1,0,58,1970,520000
4,2,188,165,1900,1785000
3,1,189,87,1930,865000
3,2,632,194,1950,1311000
1,1,1045,55,2011,410000
3,2,394,160,1890,1400000
4,2,523,244,1915,1435000
2,2,255,85,1890,1001000
5,3,709,672,1930,2400000
1,1,0,56,1960,499000
3,1,418,132,1955,905000
2,1,0,67,1970,643500
3,2,602,129,1980,725000
1,1,0,42,1970,460000
2,1,0,87,1995,716000
2,1,745,72,1968,610000
1,1,0,53,2013,567000
2,1,0,106,2007,530000
2,1,0,72,1950,501344
2,1,155,85,1880,780000
4,2,883,300,2005,1450000
4,3,304,155,1970,860000
3,1,463,107,1925,880000
4,3,317,156,1900,2700000
4,2,207,180,2002,1650000
2,1,131,79,1900,1305000
4,3,475,272,2007,1590000
3,2,417,178,1940,1064000
3,1,515,89,1955,1190000
3,1,627,154,1970,780000
2,1,88,60,1960,525500
5,4,1000,324,1950,2600000
1,1,0,42,2000,265000
3,1,950,121,1960,905000
2,2,65,78,2013,702500
3,2,0,115,1995,616000
4,2,683,138,2017,550000
5,2,754,270,1905,2230000
1,1,4425,51,2012,400000
4,1,669,179,1965,910000
4,2,744,226,1985,2400000
3,1,342,130,1900,1712000
3,2,177,181,1880,2615000
3,2,628,140,1960,730000
3,2,263,165,2008,425000
1,1,0,58,1972,390000
3,1,582,116,1960,610000
2,1,0,83,1970,600000
2,1,0,74,1960,600000
4,3,669,255,1930,2806000
3,1,774,132.6,1950,1101000
4,3,623,214,1950,1410000
2,1,102,92,1960,603000
1,1,0,56,1970,567500
3,1,407,93,1955,1210000
4,2,800,160,1970,1340000
4,2,696,183,1950,1005000
4,2,539,192,1978,980000
3,1,705,128,1920,1340000
2,1,493,95,1950,890000
3,1,590,94,1950,725000
3,2,160,140,2010,642500
2,2,92,141,1940,1667500
5,3,681,263,1960,1501000
3,1,632,104,1960,570000
2,1,0,99,1992,771000
3,1,763,120,1945,4000000
3,2,382,128,1970,655000
2,1,300,90,2011,695000
5,2,733,217,1986,870000
4,2,354,199,1910,1755000
4,2,700,202,1930,2830000
4,3,278,277,2015,840000
3,2,534,136,1965,840000
4,1,531,187,1925,1075000
3,2,407,146,2010,526000
2,1,145,105,2010,600000
3,1,284,124,1900,1285000
5,2,499,251,2015,1282500
3,1,862,97,1960,720000
3,1,372,125,1920,947000
3,1,0,100,1960,780000
2,1,144,81,1890,1170000
2,1,228,87,1975,895000
2,1,333,2,1985,874000
3,2,284,88,1988,670000
3,1,328,108,1900,1900000
1,1,540,45,1970,370000
2,1,159,86,1880,1000000
3,2,763,168,1960,1700000
3,2,294,220,2010,2700000
3,2,132,159,1996,1800000
3,2,515,156,1930,1200000
3,1,695,165,1970,836000
2,1,69,52,1970,460000
3,1,244,84,1940,1115000
2,2,87,115,2005,1350000
4,1,558,159,1980,660000
4,2,610,275,1993,1740000
3,1,717,141,1950,910000
3,1,417,168,1900,1377000
1,1,96,45,2009,350000
3,1,343,1041,1925,1053000
2,1,101,60,1880,1010000
3,2,60,200,1950,1394000
3,2,644,149,2001,1160000
3,1,618,132,1960,1290000
3,1,645,102,1950,920000
3,2,664,138,1975,482000
4,2,602,180,1950,630000
3,1,568,111,1960,731000
3,2,716,114,1979,646000
3,2,517,115,1985,515000
3,1,643,119,1950,1105000
2,1,0,115,2006,725000
2,2,0,90,1860,960000
3,1,438,115,1960,1005000
1,1,952,43,1970,290000
3,2,805,181,1995,750500
3,2,238,153,1890,2180000
3,1,650,143,1930,1194000
3,2,181,212,2010,2623000
2,1,61,112,2007,700000
2,1,183,71,1930,910000
3,2,247,204,1998,1450000
4,2,480,235,1940,1560000
4,2,499,260,1940,1200000
3,2,176,135,1890,1370000
2,1,701,94,1940,1820000
3,2,407,134,1970,836000
2,1,976,71,2000,470000
2,2,0,104,2000,500000
3,2,440,190,1930,1500000
4,3,291,222,2014,1210000
4,2,527,184,1880,2600000
3,2,312,141,1920,1700000
3,1,270,160,2016,592000
3,1,582,90,1955,650000
3,1,242,110,1920,890000
4,2,481,166,1965,890000
2,1,0,60,2006,452000
3,2,2401,132,1980,1403000
4,2,448,370,2012,595000
4,2,409,181,1910,1567000
4,2,507,202,1890,1900000
3,1,620,88,1970,1301000
5,2,768,254,1990,2800000
2,1,0,68,1970,420000
2,1,1540,71,1965,450000
4,2,555,237,2002,645000
3,2,118,106,2013,746000
6,2,697,170,1962,1875000
4,2,951,238,1930,2165000
2,1,187,102,1890,1805000
2,1,612,100,1975,675000
4,2,726,165,1960,902000
4,1,615,133,1955,736000
3,1,169,153,2000,670000
5,2,546,313,1935,1750000
6,4,860,355,1930,2620000
2,1,376,109,1920,1634000
4,1,656,150,1930,1389000
3,2,180,165,2012,1050000
2,1,0,68,1970,405000
2,1,0,70,1965,655000
1,1,1993,46,2000,380000
3,1,555,135,1970,651000
4,1,717,235,1890,2620000
4,2,662,330,1965,1572000
3,2,697,183,1991,2655000
4,1,596,130,1960,770000
2,1,264,97,1910,1682000
2,1,164,80.7,2008,550000
3,2,336,139,1910,1800000
4,2,628,287,2012,1850000
3,1,218,108,1890,1420000
3,1,275,106,1910,875000
4,2,685,207,1940,2410000
3,1,602,107,1950,1045000
1,1,0,46,1960,370500
2,1,0,75,2001,582000
3,1,559,98,1955,575000
2,1,0,85,1970,750000
4,4,707,162,1926,1670000
3,3,338,194,2012,1375000
3,2,352,152,2016,1040000
3,1,142,130,1880,1635000
2,1,15900,98,1880,945000
3,1,703,111,1965,941000
3,1,836,106,1975,555000
3,1,609,93,1950,625000
2,1,17,90,1996,670000
2,2,133,104,2009,795000
1,1,0,47,1970,345000
3,2,253,230,1900,1960000
2,1,150,106,1970,386000
2,1,185,78,1900,944000
2,1,83,107,1998,680000
3,2,250,125,2012,706750
2,1,0,82.3,1960,560000
5,2,553,308,1920,6400000
3,2,148,146,1890,2250000
7,3,637,529,2008,2600000
2,1,0,107,1950,701000
2,1,117,71,1890,720000
5,2,591,188,1950,1500000
3,2,711,196,1915,2020000
5,2,679,288,1950,1655000
3,2,615,132,1982,726000
3,1,274,107,1925,820000
3,1,301,115,1950,490000
2,1,97,103,2000,868000
1,1,0,53,1998,400000
2,1,168,93,1970,491000
3,1,353,85.35,1940,862000
3,1,622,128,1992,592000
3,2,227,181,1995,1390000
3,2,181,148,1990,1700000
3,1,722,94,1960,1111500
3,1,633,88,1950,800000
3,1,799,174,1960,1002000
3,2,397,145,2007,630000
3,1,722,90,1930,1818000
2,1,325,112,2002,750000
3,1,724,116,1980,890000
3,1,702,134,1950,1325000
4,2,735,130,1970,1040000
3,2,356,223,2011,970000
3,2,679,203,1940,2730000
3,1,579,143,1930,1285000
3,1,667,81,1950,711500
3,2,225,122,1890,1400000
3,1,304,131,1910,1474000
3,2,691,150,1950,1555000
3,1,294,140,1900,1130000
2,1,1136,69,2009,360000
3,2,362,152,2005,540000
3,1,404,113,1930,1410000
3,1,586,118,1965,892500
4,1,692,181,1960,650000
2,1,2571,66,2013,561000
4,2,581,244,2006,851000
3,1,655,110,1960,830000
3,3,158,159,2008,1020000
3,2,216,193.74,1860,2800000
2,1,72,90,1980,641000
3,2,251,194,2012,515000
3,2,577,135,1970,770000
5,2,577,166,1985,800000
3,1,300,145,1900,1150000
3,2,0,130,2012,720000
2,2,94,130,2002,732000
5,2,566,270,1890,1710000
3,1,621,141,1960,775000
2,1,422,88,1940,1325000
2,1,1981,111,2006,515000
2,1,760,58,1930,535000
3,1,767,111,1960,1176000
4,2,364,210,1995,970000
4,2,643,169.5,2001,722500
3,1,691,140,1950,1535000
4,2,399,212,2005,1270000
3,1,294,105,1950,810000
3,1,762,142,1950,1105000
3,1,364,165,1985,560000
3,2,697,143,1925,1480000
4,2,521,157,1945,1291000
4,3,362,200,2014,1680000
3,1,407,95,1930,650000
2,1,355,74,1890,745000
3,2,189,104,2009,712000
2,1,806,78,1960,550000
2,1,156,98,2004,530000
3,2,443,201,2014,930000
2,1,465,81,1960,650000
4,2,753,204,2006,820000
5,2,568,260,1995,900000
3,2,288,116,1999,700000
4,2,607,338,2015,1010000
2,1,672,111,1958,765000
2,1,771,82,1960,536000
4,2,686,198,1995,830000
3,2,158,140,2007,1070000
3,1,327,96,1920,995000
2,1,0,68,1970,444000
5,4,957,400,1930,4850000
2,1,134,63.7,1900,1050000
6,2,554,368,1999,1840000
3,2,366,183.84,2012,940000
3,2,604,123,1925,1121000
2,1,78,59,1970,822000
6,3,1014,435,1887,2425000
3,2,176,134,2011,830000
2,1,255,109,1930,760000
3,1,748,101,1950,915000
4,1,697,133,1960,780000
4,2,431,246,1910,955000
3,1,432,122,1930,1975000
2,1,132,77,1905,911000
4,2,742,164,1970,1790000
3,1,557,111,1950,880000
2,1,5661,103,1940,420000
4,2,512,179,2005,500000
4,2,274,172,1910,1275000
4,1,837,156,1930,816000
3,1,501,147,1960,860000
5,3,553,273,1925,2290000
4,1,534,101,1983,455000
4,2,925,208,1925,2265000
4,1,575,165,1930,921500
3,2,1103,126.8,1976,650000
3,2,0,100,1998,660000
2,1,0,65,1970,370000
2,1,0,79,1970,507000
1,1,0,62,1976,241000
4,2,299,198,2004,1040000
4,3,366,26,1999,1825000
2,1,0,68,1970,400000
3,2,0,196,2010,1975000
3,1,1079,90,1940,1000000
4,3,498,226,1900,2800000
3,1,687,120,2016,1470000
3,2,646,228,1980,1700000
3,1,643,125,1950,1015000
4,3,733,238,1950,1790000
4,1,400,147,1940,875000
4,2,503,168,1930,1490000
3,1,847,120,1965,1200000
2,1,0,97,1960,740000
1,1,0,40,1970,330000
3,1,532,518,1965,690000
3,2,657,195,1958,1295000
3,1,806,101,1950,1710000
4,3,591,268,2010,870000
3,2,587,232,1994,936000
5,2,1250,360,2000,3500000
3,2,611,212,1930,1913000
4,2,668,205,1970,1540000
5,2,615,213,2007,650500
2,1,158,106,1994,855000
3,1,592,125,1960,885000
4,2,371,276,1890,3335000
4,3,384,178,1920,1445000
3,2,177,111,2012,845000
2,2,298,118,2005,640000
2,1,118,113,2010,475000
3,1,606,87,1950,678000
3,1,694,125,1950,1165000
3,1,464,125,1920,780000
6,6,1334,365,1890,6500000
3,2,690,245,1970,1328000
2,1,0,102,1920,1020000
5,4,646,360,2016,2080000
4,2,266,175,1950,1450000
2,1,605,114,1960,662000
4,2,624,222,1900,2801000
2,2,124,135,2010,785000
4,2,179,160,1995,652500
4,2,757,130,1930,2310000
4,2,357,249,2009,1230000
3,1,290,116,1980,600000
4,2,675,181,1985,945000
5,3,1003,270,1960,1900000
4,2,307,203,1996,975000
3,1,325,102,1925,935000
4,1,709,251,1900,3625000
3,2,109,109.5,1999,1100000
3,1,727,109,1952,740000
3,1,181,122,1969,1189000
2,2,324,97,2009,700000
4,2,655,82,1950,700000
3,1,915,101,1970,515000
3,2,185,139,1900,1310000
3,1,700,98,1950,650000
4,2,647,185,1955,1905000
2,1,117,48,1900,780000
2,1,0,90,2002,710000
3,2,404,118,1953,1785000
4,3,108,108,2010,1212500
3,2,588,106,1960,880000
4,3,1064,236,1969,2160000
4,3,567,215,1920,2200000
3,1,537,103,1975,700000
2,2,170,89,1940,1200000
2,1,192,85.2,1910,1055000
4,2,598,222,1900,1840000
3,2,192,111,1900,1651000
2,1,0,63,2007,348000
2,1,0,93,1940,815000
3,1,660,117,1965,1460000
2,1,137,77,1990,447000
3,2,625,188,1951,1700000
3,1,556,105,1940,787500
2,1,145,72,1970,692500
4,2,764,265,1930,2360000
4,2,1016,310,2002,1725000
2,1,151,96,1980,618000
5,2,611,188,1950,1220000
3,2,674,141,1920,1225000
4,2,625,625,1950,1241000
4,2,612,292,1970,1850000
1,1,0,48,1975,350000
2,1,0,94,1997,900000
2,2,0,68,2008,696000
2,1,0,69,1930,687500
3,1,593,95,1950,726500
3,2,186,134.6,2011,710000
3,2,655,165,1940,800000
3,1,758,138,1960,1275000
4,3,122,130,1890,1425000
3,1,57,107,1960,950000
3,2,325,223,2005,970000
2,1,67,68,1975,452000
2,1,132,77,1900,1130000
3,1,618,116,1960,780000
3,1,424,114,1950,1475000
4,2,526,243,1910,2001000
3,2,156,152,2000,870000
3,2,579,113,1960,1300000
3,3,468,148,1890,2200000
3,1,353,109,1890,831000
2,1,256,107,1890,1636000
3,1,588,133,1960,930000
4,3,294,151,2014,821000
4,2,508,141,1950,885000
3,1,575,112,1960,1005000
2,1,0,69,2000,640000
3,1,590,114,1960,1011000
2,1,139,74,1975,485000
2,1,106,101,1890,1122000
3,1,390,112,1920,1335000
3,2,185,122,2012,886000
3,2,366,150,2013,900000
4,2,425,140,1920,1210000
4,2,416,182.9,2006,596000
6,2,1200,181,1970,1900000
3,1,532,112,1975,530000
2,1,234,92,2014,535000
2,1,0,65,1970,540000
2,1,1113,93,2010,582000
1,1,710,58,2015,325000
1,1,0,44,1965,383000
2,2,151,102,2015,575000
3,1,591,103,1971,470000
3,2,312,141,1920,1650000
3,2,118,103,1905,1450000
2,1,508,79,1955,460000
3,1,546,145,1960,490000
2,1,0,54,1970,330000
3,2,637,131,1980,375000
2,1,190,113,1980,335000
3,1,606,120,1975,620000
3,2,149,19,2005,532000
3,2,224,154,1998,680000
3,1,549,106,1950,960000
4,2,389,158,1990,850000
4,2,789,169,1975,770000
3,2,315,174,1990,1200000
3,1,374,118,1910,825000
4,2,652,145,1965,1020000
2,1,0,74,1971,520000
4,3,583,182,1970,890000
5,3,919,353,1925,3730000
2,1,241,88,2000,460000
2,2,0,73,2014,800000
4,1,488,142,1930,990000
4,2,387,152,1900,1478000
4,3,241,240,2009,1400000
5,3,615,208,2000,675000
3,1,821,105,1925,2000000
2,1,122,97,1977,806000
2,1,90,64,1970,330000
2,1,191,73,1920,950000
3,1,554,125,1975,572000
4,2,701,198,1960,1530000
4,1,633,158,1960,1200000
4,2,238,221.3,2007,1085000
4,2,313,193,1910,1345000
4,2,534,211,1970,1250000
3,2,321,87,2005,750000
5,3,344,230,1939,1820000
3,2,80,144,1850,1600000
4,2,768,169,1970,1292000
3,2,803,166,1915,1670000
4,2,692,179,1970,1408000
1,1,0,52,2000,460000
3,2,400,179,2012,530500
1,1,0,50,1960,410000
2,1,186,110,1980,745500
4,3,674,336,1997,2730000
3,2,280,115,1990,860000
2,1,296,296,1998,730000
2,1,330,132,1930,1100000
2,1,184,79,1900,1350000
3,1,792,101,1970,620000
3,1,184,108,2006,865000
6,1,704,140,1950,1065000
3,2,305,132,2005,767000
2,2,168,121,2000,630000
3,2,659,131,1987,790000
3,1,615,138,1950,1300000
3,1,308,93,1950,570000
2,1,201,83,1915,1200500
4,2,556,214,1957,1235000
4,4,337,291,1854,3310000
3,1,211,120,1990,975000
4,2,598,337,2006,1698888
4,2,633,134,1930,845000
3,2,542,211,2016,1450000
1,1,0,51,2005,501000
2,1,225,93,1988,580000
4,3,684,317,2008,2500000
4,2,530,242,1980,1126000
3,1,178,100,2009,510000
3,1,502,77,1978,366000
3,1,593,94,1950,1320000
4,3,487,260,1905,2905000
2,1,681,80,1968,760000
4,2,678,162,1920,1918000
3,2,357,144,1935,1577500
3,3,227,211,2015,1350000
2,1,264,110,1930,930000
2,1,0,80,1970,566000
7,2,5022,409.54,2004,2705000
3,1,630,126,1960,1465000
3,1,0,170,1925,1170000
3,1,674,90,1955,910000
5,5,2079,464.3,1880,8000000
3,1,0,75,1970,630000
4,3,289,170,2011,1175000
3,2,246,133,1950,1625000
3,1,178,124,2000,1010000
3,1,535,86,1950,723000
2,1,0,65,1960,381000
4,3,345,239,2001,1731000
3,2,303,150,1940,1390000
4,1,277,87,1890,775000
3,1,593,118,1970,850000
3,2,341,170,2003,755000
3,1,305,115,1900,1100000
2,1,0,85,1995,411000
2,1,138,78,1910,890000
4,4,473,292,2013,2900000
3,1,597,154,1970,975000
3,1,208,100,1970,900500
4,4,538,127,1990,1230000
3,1,738,107.4,1960,822000
2,1,16000,68.5,2012,341500
3,1,620,93,1960,840000
4,1,894,115,1950,1090000
4,2,250,160,2000,841000
2,1,0,78,1960,655000
4,2,1124,225,1960,1085000
4,3,544,241,1920,3001000
4,2,871,322,1937,2600000
3,1,350,125,1904,970000
2,2,3014,80,2012,566000
3,2,0,109,2013,590000
2,2,0,104,2013,820000
2,1,0,93,1940,450000
3,1,422,132,1950,835000
3,1,846,180,1955,1816000
4,3,583,318,1975,1875000
3,2,0,134,2002,765000
4,2,651,199,1940,1656000
4,2,742,280,1997,2990000
4,2,163,153,1890,1620000
3,2,384,123,1915,1891000
2,1,97,95,2014,635000
3,1,327,111,1960,725000
2,1,312,89,1990,468000
3,1,420,90,1960,550000
2,1,85,84,1980,408000
2,2,516,97,1935,920000
3,1,383,109,1910,1741000
4,2,216,165,1995,1030000
3,1,96,80,1910,1000000
3,2,149,140,2003,1540000
4,3,557,353,2008,2255000
3,2,145,107,2003,441700
3,1,796,104,1960,710000
3,2,621,167,1940,1450000
3,1,455,156,1960,637000
3,2,288,203,1997,1476000
4,3,531,309,1980,773000
2,1,0,78,2000,626000
3,2,567,100,1970,581000
3,1,544,160,1930,1622000
3,1,717,153,1960,1850000
4,2,750,192,1910,2800000
2,1,896,77,1960,435000
2,1,140,90,1890,800000
3,1,535,133,1970,475000
2,1,199,107,1900,2120000
3,2,150,125,1990,1010000
2,1,129,97,1940,651000
2,1,109,90,2001,931000
3,2,124,123,2008,1255000
3,2,515,126,1920,1210000
3,1,388,95,1992,500000
3,2,721,143,1984,735000
4,2,479,157,1995,755000
4,3,701,320,2015,2800000
1,1,0,125,1970,250000
2,2,0,80,2003,750000
3,1,341,71,1965,386000
5,2,1254,186.75,1980,872000
4,2,320,160,1950,1400000
3,1,103,3,2000,1101000
3,2,724,168,1940,1830000
4,3,719,407,2007,2595000
3,1,465,105,1975,725000
3,2,0,151,2000,1125000
3,1,466,107,1975,620000
4,3,650,348,2001,1715000
2,1,1026,68.11,1970,535000
4,2,621,192,1900,1562000
3,2,573,198,1940,1070000
4,2,724,193,2002,605500
4,2,556,272,1930,1900000
3,1,170,128,1950,612500
3,1,160,129,2000,460000
3,1,217,110,1970,880000
2,1,0,88,2004,355000
4,2,585,178,1950,1220000
2,1,0,61,1975,445000
2,1,0,75,1960,400000
2,1,566,75,1950,645000
2,1,187,89,1980,490000
3,2,223,146,2002,930000
2,1,0,88,1960,753000
2,1,0,88,1940,765000
2,1,192,88,1970,420000
3,2,788,108,1960,1000000
4,3,528,192,1966,931999
3,2,112,168,2010,735000
4,3,380,160,2008,1715157
2,1,0,70,2008,615000
2,1,1972,63,1960,275000
2,2,65,80,2014,410000
3,1,111,99,2001,1100000
3,2,483,171,1920,1840000
5,2,548,157,1920,1475000
2,1,419,135,1975,610000
4,1,772,145,1920,2015000
2,1,261,100,1880,856000
2,1,120,70,1975,745000
4,2,546,174,1970,770000
4,2,604,230,1950,1270000
4,3,670,346,1990,2560000
3,2,135,135,1997,1630000
3,1,257,121,1935,1060000
3,3,386,172,1940,1430000
1,1,845,59,1960,413000
2,1,1004,65,1971,550055
6,2,0,171,1970,520000
3,2,555,300,1988,1100000
8,2,663,190,1920,881000
2,1,149,98,1890,1322500
2,1,2835,100,1970,955000
2,2,180,179,2011,677200
5,3,659,179,2015,1505000
5,3,590,223,1880,2210000
4,2,141,127,1880,2600000
2,1,124,70,1900,900000
3,2,0,122,2008,1042000
4,2,319,130,1915,1225000
3,2,231,145,2012,720000
4,1,1504,162,1900,2600000
3,2,0,167,1980,2225000
3,1,149,109,1890,1505000
4,2,525,188,1930,1325000
4,2,462,161,1970,600500
3,3,197,109,2013,910000
3,1,138,82,1890,770000
4,2,374,136,2005,562000
2,1,340,90,1980,678000
3,1,429,109,1950,580000
3,2,125,131,2013,700000
2,1,0,70,2007,630000
3,2,434,104,1960,815500
3,1,450,155,1920,1435000
2,1,327,131,1950,865000
2,1,158,95,1890,1250000
2,1,834,75,1967,410000
3,1,238,94,1900,1474000
2,1,239,110,1940,900000
2,1,197,55,2012,435000
2,1,137,87,1970,729000
2,1,0,104,1980,800000
3,1,269,125,2000,1200000
3,1,594,95,1993,714000
2,1,0,54,1975,550000
3,2,179,150,1900,1100000
3,1,113,105,1890,1250000
4,2,709,214,1910,3200000
5,2,276,159,2011,1050000
3,2,540,146,1999,750000
3,2,417,153,1930,1370000
3,1,128,130,1880,1412000
3,1,557,108,1950,1255000
4,3,499,150,1925,970000
5,4,730,373,2014,1830000
1,1,0,40,1970,272500
3,1,609,109,1986,520000
3,2,287,196,1880,1440000
4,2,681,158,1970,1280000
2,1,444,182,1915,975000
5,3,544,332,2008,800000
4,2,321,199,2007,1250000
2,1,224,104,2000,724000
3,1,222,105,1890,1045000
2,1,0,1,1970,587134
4,2,277,142,1950,800000
1,1,406,40,1970,312000
3,1,313,128,1980,742500
4,2,671,180,1970,790000
4,1,152,139,1890,1616000
1,1,0,53,1970,440000
4,2,697,255,1940,1620000
3,2,222,200,2002,847000
4,2,723,159,1970,1225000
3,3,344,178,2004,450000
1,1,126,77,1900,911000
2,1,90,90,1995,505000
2,1,1764,106,1970,975000
3,2,297,193,1980,1230000
3,1,229,128,1910,1275000
3,1,397,124,1940,940000
2,1,0,65,1960,340000
2,1,1011,72,1970,862000
3,2,196,154,2006,980000
3,2,848,158,1929,3600000
4,2,650,120,1960,1300000
3,2,118,150,1890,1385000
2,3,580,103,1950,722000
3,1,560,110,1950,865000
4,3,608,306.19,2000,2100000
4,2,684,331,1963,4000000
3,2,693,158,1925,2080000
3,1,1396,95.88,1965,690000
3,2,315,228,2000,1500000
3,2,153,110,1990,900000
3,1,162,81,1915,1100000
3,1,774,107,1950,1260500
4,1,603,106,1950,670000
3,1,326,125,1905,1512000
2,1,189,84,2012,415000
4,3,1004,188,1950,1535000
3,2,219,164,2003,1367000
4,4,603,391,2007,950000
3,1,431,117,1970,1000000
2,1,83,85,2010,380000
3,2,330,171,2008,1271000
3,1,414,153.1,1930,990000
3,1,551,114,1950,1134000
2,1,76,79,1980,495000
2,1,92,63.4,1970,445000
2,1,156,107,1890,1450000
2,1,124,77,1900,760000
3,2,0,113,2001,1250000
2,2,0,98,2006,785000
1,1,980,74,1920,517500
2,1,128,72,1972,640000
3,2,792,148,1980,762000
2,2,0,107,1986,1300000
3,1,250,132,2000,730000
2,1,483,51,1970,540000
3,2,254,127,2004,622500
2,1,0,96,1928,1500000
1,1,0,63,2007,456000
3,2,449,154.3,1940,1100000
2,2,0,70,2012,590000
3,1,611,115,1985,326000
3,2,396,105,1910,2025000
1,1,129,45,1900,643700
3,1,542,120,1970,570000
3,2,834,143,1975,920000
3,1,0,105,1950,805000
4,1,255,131,1920,710000
4,2,548,110,1985,565000
3,1,721,130,1965,1420000
4,2,780,217,1950,1155000
2,1,221,106,1900,1800000
3,2,554,129,1980,566000
3,1,327,165,1900,1510000
3,2,358,238,1915,2200000
4,3,575,280,2015,2000000
2,1,140,81,1965,645000
5,3,1348,370,2005,1387000
4,2,729,240,1970,1215000
4,3,278,188,2009,930000
3,2,431,120,1950,1865000
1,1,0,52,2000,275000
5,2,992,198,1970,930000
3,2,725,225,1970,840000
2,1,106,74,1970,530000
5,3,669,309,1970,2050000
3,2,88,93,1890,1600000
2,1,138,76,2009,470000
1,1,0,56,1966,292000
4,2,336,176,2007,1152000
3,2,400,170,1900,1300000
4,2,460,214,1916,1410000
4,2,452,134,1993,525000
3,2,288,94,1970,750000
5,3,737,193,1950,1660000
3,2,122,152,2000,880000
2,1,38,114,2013,310000
5,1,441,202,1940,1075000
2,1,0,47,2011,387000
4,2,600,300,2010,643500
3,1,206,80,1945,1130000
3,2,492,181,1905,1800000
3,1,640,120,1960,1200000
3,2,0,115,2001,565000
3,2,405,121,1910,1800000
5,5,1235,397,2016,2750000
3,2,572,190,1950,940000
2,1,89,85,2003,565000
5,4,1254,465,1980,3778000
3,1,579,126,1960,1264000
2,1,615,106,1970,560000
5,3,743,0,1949,1950000
3,1,251,90,1945,503000
4,2,697,194,1940,1300000
3,2,331,201,2010,770000
4,1,837,173,1930,1650000
2,1,193,105,1995,565000
3,1,333,108,1930,1425000
4,1,646,103,1987,546000
3,2,110,121.8,2000,937000
3,1,760,120,1960,1305000
2,1,111,70,1915,1190000
2,2,0,120,2015,650000
3,2,353,135,2011,540000
4,2,654,221,1945,2408000
3,1,364,135,1900,1300000
1,1,0,67,1997,445000
2,1,733,110,1950,775000
3,1,566,143,1910,1150000
4,1,434,144,1900,1775000
2,1,206,100,1900,1365000
3,2,643,159,1940,1400000
4,3,1070,247,1992,2910000
2,2,0,114,1920,860000
2,1,211,102,2002,817500
2,1,698,196,1960,1815000
4,1,651,150,2000,345000
4,3,596,264,1930,2440000
3,2,320,133,2013,710000
3,2,0,185,2014,2205000
3,2,244,129,2010,663000
4,2,726,200,1925,2550000
3,1,706,129,1970,650000
3,1,314,112,1970,460000
2,1,0,66,2012,433000
3,2,605,126,1977,700000
3,1,523,93.82,1950,681000
1,1,443,50,1970,482500
3,2,15,147,1998,1463000
3,2,343,130,2010,800000
3,1,571,120,1920,1151000
3,1,535,105,1970,570000
3,2,0,110.87,2003,680000
5,2,666,156,1976,355000
3,1,362,130,1910,1420000
2,1,253,91,2012,620250
4,1,576,147,1960,838000
4,2,544,233,1980,732000
4,2,276,4,1948,925000
2,2,0,77,2013,760000
2,1,424,95,1930,895000
3,2,704,134,1940,1360000
2,1,604,119,1960,1150000
4,1,541,145,1960,710000
2,1,198,96,2010,487000
2,1,163,83,1980,880000
4,3,523,316,1955,2450000
2,1,0,50,1960,450000
4,2,578,35,2010,1150000
3,2,158,117,2011,620500
3,1,649,105,1975,395000
3,2,163,207,2016,2010000
2,2,339,101,2009,403500
3,1,713,83,1960,1186000
